Request TimeStamp,Request Target,Request Data,Response TimeStamp,Response Source,Response Data,Communication Error,,
6.77408s,Vector SLP3,36 CC 60 45 CC BF 60 46 A0 42 B8 BF 20 46 24 99 09 78 00 29 14 BF 1A 21 06 21 BA F1 00 0F 18 BF 8C 46 AC EB 00 0C DF F8 5C 92 4F EA CC 4C D9 F8 F0 90 E1 45 09 DC BA F1 00 0F 18 BF 0C 46 21 1A 4F EA C1 4C E1 45 A8 BF CC 46 C0 01 00 EB 2C 30 40 00 01 B2 8C 48 00 29 A0 F8 86 10 BA BF 4C 42 24 B2 0C 46 41 F2 7A 49 4C 45 A8 BF 41 F2 7A 44 4F F4 C8 29 04 FB 09 F4 24 0C C4 EB 84 14 C4 F3 80 39,6.77868s,Vector SLP3,76 CC,,,
6.80492s,Vector SLP3,36 CD 09 EB D4 34 DF F8 04 92 A4 B2 DF F8 04 A2 39 F9 14 40 14 F5 A0 6F B4 BF 54 46 A4 03 D0 F8 E0 90 A1 45 CC BF C0 F8 E0 40 19 F1 A0 7F B8 BF C0 F8 E0 A0 02 9C 00 2C 4C D0 D0 F8 E0 40 44 F3 8F 3A BA F1 00 0F AE BF 1F FA 8A F4 CA F1 00 04 A4 B2 4F F4 C8 57 B4 F5 C8 5F 2E BF A1 46 B9 46 27 46 3C 04 09 F1 01 07 BF B2 B4 FB F7 F4 69 4F C4 F3 C8 14 37 F8 14 40 18 9F 04 FB 09 F4 C4 F3 8F 34,6.80954s,Vector SLP3,76 CD,,,
6.83688s,Vector SLP3,36 CE 7F 08 64 08 C7 EB 07 17 3F 09 0C BF 4F F0 01 09 4F F0 00 09 4F 44 3F B2 49 02 91 FB F7 F1 B1 F5 00 4F AE BF 47 F6 FF 71 11 F5 00 4F 5A 49 09 B2 A1 42 05 DC 64 42 24 B2 A1 42 A8 BF 69 80 00 DA 6C 80 A5 F8 00 A0 21 E0 00 20 4F F0 01 0A 01 46 48 E7 52 4C 34 F9 17 90 DD E9 06 71 09 FB 07 F9 05 9F 34 F9 17 40 04 FB 01 91 4D 4C 41 F3 8F 21 4C 43 E7 13 1C 9C 7C 43 A4 13 2C 80 47 F6 A3 34,6.84139s,Vector SLP3,76 CE,,,
6.86762s,Vector SLP3,36 CF 61 43 CC 13 1C 99 61 43 89 13 69 80 4A F2 D7 31 0E FB 01 F1 0C 14 0B 99 49 08 61 43 0C EB 81 01 C0 F8 F0 10 DD E9 16 C1 A1 EB 0C 01 89 10 4A F2 D7 3C 01 FB 0C F1 C9 13 4F F4 C8 4C 01 FB 0C F1 D0 F8 E0 C0 0C EB 61 01 C0 F8 E0 10 03 99 4A F2 D7 3C 01 FB 0C F1 C9 13 49 01 02 EB 61 01 C0 F8 E8 10 00 99 41 F2 D7 32 01 FB 0C F1 09 14 03 EB 41 11 C0 F8 E4 10 1B 99 49 08 51 43 06 EB 81 01,6.87225s,Vector SLP3,76 CF,,,
6.89854s,Vector SLP3,36 D0 C0 F8 EC 10 01 99 01 76 80 F8 19 B0 B8 F5 F8 4F AC BF 01 21 00 21 20 98 01 70 0C B0 BD E8 F0 8F 18 48 00 21 C0 F8 EC 10 C0 F8 F0 10 C0 F8 F8 10 C0 F8 F4 10 C0 F8 E0 10 C0 F8 E8 10 C0 F8 E4 10 01 76 41 76 41 F2 7A 41 A0 F8 86 10 70 47 41 F2 19 0C A0 F5 20 60 00 FB 0C F0 00 13 47 F2 C9 6C 00 FB 0C F0 00 14 0C EB 40 00 40 08 00 9A 18 80 4F F4 79 60 0B 4B A1 F5 20 61 15 E0 62 48 01 11,6.90311s,Vector SLP3,76 D0,,,
6.93053s,Vector SLP3,36 D1 00 40 8F 02 04 02 00 18 F0 AC 01 00 5E 3F 01 11 00 00 C0 FE 62 40 01 11 00 80 FF FF 20 40 01 11 DF DE FF FF AE D8 FF FF 59 43 89 13 41 43 00 EB 21 40 40 08 10 80 70 47 70 47 FE 49 00 20 A1 F8 A2 00 81 F8 A4 00 C1 F8 FC 00 70 47 F9 48 B0 F9 36 00 70 47 F7 48 00 7A 70 47 F6 49 00 20 08 72 70 47 F4 48 80 7A 70 47 F2 49 00 20 88 72 70 47 F0 48 B0 F9 60 00 70 47 EE 48 B0 F9 62 00 70 47,6.93496s,Vector SLP3,76 D1,,,
6.96133s,Vector SLP3,36 D2 EC 48 B0 F8 68 00 70 47 EA 48 B0 F8 6E 00 70 47 E8 48 B0 F8 9A 00 70 47 E6 48 00 8F 70 47 E5 48 80 7C 70 47 E3 49 02 20 88 74 70 47 E1 48 00 8E 80 B2 70 47 10 B5 00 20 00 F0 02 FC 04 F0 F8 F9 00 20 04 F0 3B F9 00 20 04 F0 36 F9 00 20 00 F0 04 FC FB F7 93 FF FC F7 35 F8 BD E8 10 40 F9 F7 23 BF 10 B5 00 20 FD F7 EF FC 00 20 04 F0 58 F9 00 20 00 F0 B3 FF FC F7 19 FC 06 F0 C1 FA 04 F0,6.96582s,Vector SLP3,76 D2,,,
6.99322s,Vector SLP3,36 D3 BF FC CD 49 88 1E F9 F7 63 FC CC 48 F9 F7 3E FC 04 F0 69 FA FD F7 0C FE C6 4C B4 F8 70 00 FE F7 DB FF 00 F0 AB FC 00 F0 65 FF A0 74 FB F7 72 FF FC F7 14 F8 00 20 01 F0 31 F9 01 20 01 F0 BD FD 01 F0 58 FE 40 23 BD E8 10 40 1A 46 BC 49 BD 48 01 F0 77 BA 00 F0 44 BF 10 B5 FB F7 A7 FE B5 4C C0 01 A4 F8 58 00 FB F7 9D FE C0 01 00 B2 A4 F8 5A 00 B4 F9 58 10 41 F2 19 0C A1 F5 20 61 01 FB,6.99767s,Vector SLP3,76 D3,,,
7.02490s,Vector SLP3,36 D4 0C F1 09 13 47 F2 C9 6C 01 FB 0C F1 09 14 04 F1 98 03 0C EB 41 01 49 08 9A 1C 19 80 AA 4B A0 F5 20 60 58 43 4F F4 79 61 80 13 48 43 01 EB 20 40 40 08 10 80 10 BD 70 B5 A4 48 00 78 20 B9 A4 48 01 68 41 F0 01 01 01 60 00 20 00 F0 BD FE 41 F2 88 31 00 20 FD F7 BA FC 00 20 FD F7 FD FC 00 20 01 F0 2F F9 04 F0 8D F9 FB F7 6B FE FB F7 9D FE 90 4C 00 20 A4 F8 84 00 FC F7 07 FF 05 46 FA F7,7.02953s,Vector SLP3,76 D4,,,
7.05685s,Vector SLP3,36 D5 1E FB 06 46 FA F7 FD FA 2A 46 31 46 FC F7 01 FF FB F7 33 FE FB F7 4A FE C0 01 A4 F8 58 00 FB F7 41 FE C0 01 00 B2 A4 F8 5A 00 B4 F9 58 10 41 F2 19 0C A1 F5 20 61 01 FB 0C F1 09 13 47 F2 C9 6C 01 FB 0C F1 09 14 04 F1 98 03 0C EB 41 01 49 08 9A 1C 19 80 7C 4B A0 F5 20 60 58 43 4F F4 79 61 80 13 48 43 01 EB 20 40 40 08 10 80 FD F7 C7 FB F9 F7 FE FB FC F7 FC FA FD F7 3D FD 32 20 01 F0,7.06139s,Vector SLP3,76 D5,,,
7.08863s,Vector SLP3,36 D6 15 FA 01 28 0E D0 00 20 01 F0 17 FD B4 F9 74 10 B4 F8 72 00 FD F7 72 F9 FD F7 65 FA BD E8 70 40 06 F0 85 BF 02 F0 7B FC F8 E7 62 48 10 B5 D0 F8 60 11 49 1C C0 F8 60 11 06 F0 18 FB 01 28 18 BF 10 BD BD E8 10 40 01 F0 26 BD 70 B5 98 B0 04 F0 B3 FD 58 4C 00 25 E5 74 FA F7 96 FA 10 B3 FA F7 71 FA 60 74 5B 48 04 F1 AE 01 02 88 0A 80 40 88 48 80 FA F7 AC FA A4 F8 88 00 FA F7 9A FA 60 71,7.09325s,Vector SLP3,76 D6,,,
7.11936s,Vector SLP3,36 D7 FA F7 90 FA E0 71 FA F7 90 FA FA F7 A7 FA A0 87 FA F7 A8 FA E0 87 FA F7 96 FA A4 F8 76 00 FA F7 9A FA E0 72 FD F7 4A F9 FD F7 1A F9 A0 85 04 F0 9E FD 60 75 FD F7 D7 FC 47 48 86 1D 01 88 31 80 41 88 71 80 80 88 B0 80 B4 F8 52 00 A4 F8 54 00 06 F1 18 00 81 1D 02 88 0A 80 42 88 4A 80 80 88 88 80 B4 F8 48 00 A4 F8 4A 00 FD F7 C4 FC 06 F1 12 03 A3 F1 12 02 B4 F8 4A 10 02 F1 1E 00 FE F7,7.12374s,Vector SLP3,76 D7,,,
7.15044s,Vector SLP3,36 D8 AB F9 F9 F7 57 FC 60 72 60 7D C0 B1 4F F6 FE 70 A4 F8 78 00 04 F0 30 FC B4 F8 78 10 08 1A A4 F8 78 00 04 F0 46 FD B4 F8 78 10 08 44 A4 F8 78 00 FA F7 D4 FF B4 F8 78 10 08 44 A4 F8 78 00 60 79 00 28 76 D0 25 4B 0D F1 48 0C 03 F1 69 02 02 F1 40 01 A1 F1 4C 00 8C E8 0F 00 83 1F A0 F1 5E 02 A0 F1 38 01 0D F1 38 0C 22 30 8C E8 0F 00 A0 F1 2E 03 A0 F1 73 02 01 1D 0D F1 28 0C 08 30 8C E8,7.15497s,Vector SLP3,76 D8,,,
7.18119s,Vector SLP3,36 D9 0F 00 A0 F1 56 03 B4 F9 76 00 0D F1 18 0C 16 AA 61 7A 8C E8 0F 00 B4 F9 54 00 61 7C B4 F9 88 20 CD E9 04 10 CD E9 02 62 B4 F8 9A 10 B4 F8 98 00 6E 33 15 E0 04 02 00 18 78 02 00 18 74 02 00 18 7A 05 00 18 BA 05 00 18 AE D8 FF FF 69 03 00 18 74 03 00 18 AC 00 00 18 16 03 00 18 13 02 00 18 CD E9 00 01 A2 8D B4 F8 44 10 03 F1 7C 00 FE F7 F8 FF 60 7C 05 28 1D D0 60 78 00 28 0C BF B4 F9,7.18583s,Vector SLP3,76 D9,,,
7.21319s,Vector SLP3,36 DA 3E 00 B4 F9 3C 00 00 28 09 DB 4F F6 FF 72 BD F8 58 10 13 1A 8B 42 D8 BF 22 87 16 DD 06 E0 BD F8 58 10 42 42 8A 42 A8 BF 25 87 0E DA 08 44 20 87 0B E0 10 E0 BD F8 58 00 20 87 B4 F8 64 00 A4 F8 66 00 B4 F8 6A 00 A4 F8 6C 00 B4 F9 60 00 00 28 B8 BF A4 F8 60 50 FA F7 97 F9 28 B3 60 7C 20 74 B4 F8 88 00 A4 F8 8A 00 FA F7 95 F9 A0 71 FA F7 95 F9 A0 79 B0 B1 93 48 30 F8 04 1F 41 F0 04 01,7.21768s,Vector SLP3,76 DA,,,
7.24393s,Vector SLP3,36 DB 20 F8 02 1B C1 88 41 F0 80 01 C1 80 C1 8F 41 F0 80 01 C1 87 C1 88 41 F0 40 01 C1 80 C1 8F 41 F0 40 01 C1 87 FA F7 73 F9 01 26 E6 74 60 8D 03 28 3C BF 40 1C 60 85 24 D3 65 85 00 F0 1B FD 25 75 E0 7A B4 F8 84 10 48 43 80 B2 31 28 34 BF 01 21 00 21 42 1C 51 43 A4 F8 84 10 7B 49 7B 4A 31 F8 10 10 11 80 7A 49 92 1E 31 F8 10 10 11 80 79 49 31 F8 10 20 78 49 0A 80 78 4A 32 F8 10 00 48 80,7.24854s,Vector SLP3,76 DB,,,
7.27494s,Vector SLP3,36 DC 26 75 94 F8 2A 00 10 F0 01 0F 04 BF 18 B0 70 BD 73 48 01 88 49 1E 01 80 D4 F8 B4 00 40 1C C4 F8 B4 00 01 F0 96 FB 00 28 18 BF 01 F0 55 F8 FD F7 75 FB F9 F7 E9 FC FA F7 05 F9 03 28 08 BF F9 F7 0A FD 18 B0 70 BD 10 B5 01 F0 83 FB 01 28 02 D1 01 F0 8E FB 28 B1 02 F0 1D FB BD E8 10 40 06 F0 C4 B9 01 F0 98 F9 02 F0 DA FA F6 E7 10 B5 FC F7 99 F8 01 F0 6E FB 00 28 08 BF 06 F0 41 FF FC F7,7.27939s,Vector SLP3,76 DC,,,
7.30679s,Vector SLP3,36 DD B6 FC F9 F7 4E F9 FD F7 6E FB 56 48 00 F1 0C 01 02 88 0A 80 42 88 4A 80 80 88 88 80 FD F7 6B FB F9 F7 2D FA FD F7 D2 F8 FD F7 89 F8 F9 F7 31 FE FB F7 A7 FF FB F7 FC FC FB F7 9D FD FD F7 53 FB 49 4C B4 F8 60 00 A4 F8 62 00 04 F1 B8 00 01 1D 02 88 0A 80 40 88 48 80 FD F7 4D FB FD F7 43 FB A0 8E E0 86 B4 F8 66 00 A4 F8 68 00 B4 F8 6C 00 A4 F8 6E 00 FD F7 3F FB FA F7 3F F9 00 F0 7A F8,7.31125s,Vector SLP3,76 DD,,,
7.33763s,Vector SLP3,36 DE 78 20 00 F0 68 FC 04 F0 AA FA B4 F9 2E 00 FE F7 62 FE 20 86 10 BD 10 B5 04 F0 C1 FA F9 F7 5A FD FD F7 B1 F9 FB F7 41 FC FC F7 E8 F8 FB F7 FE FB 2D 4C C0 01 A4 F8 58 00 FB F7 F4 FB C0 01 00 B2 A4 F8 5A 00 B4 F9 58 10 41 F2 19 0C A1 F5 20 61 01 FB 0C F1 09 13 47 F2 C9 6C 01 FB 0C F1 09 14 04 F1 98 03 0C EB 41 01 49 08 9A 1C 19 80 1F 4B A0 F5 20 60 58 43 4F F4 79 61 80 13 48 43 01 EB,7.34211s,Vector SLP3,76 DE,,,
7.36946s,Vector SLP3,36 DF 20 40 40 08 10 80 BD E8 10 40 FA F7 EA B8 16 48 D0 F8 5C 11 49 1C C0 F8 5C 11 70 47 12 49 00 20 88 70 08 48 30 F8 5C 1F 21 F0 3F 01 01 80 00 F0 87 BA 0D 48 D0 F8 B4 00 70 47 0D 49 09 88 01 80 70 47 00 00 00 C0 00 40 C6 3D 01 11 62 02 00 18 F8 3E 01 11 92 3E 01 11 AA 02 00 18 2C 3E 01 11 6C 04 00 18 16 03 00 18 04 02 00 18 AE D8 FF FF 28 03 00 18 70 B5 4A 4C 32 25 21 46 20 78 CA 68,7.37396s,Vector SLP3,76 DF,,,
7.40104s,Vector SLP3,36 E0 49 78 33 28 2C D0 13 DC 11 28 08 BF 12 20 0D D0 12 28 08 BF 31 20 09 D0 31 28 1B D0 32 28 18 BF 70 BD 00 2A 16 BF 01 29 33 20 70 BD 20 70 70 BD 3B 49 4F F0 00 06 44 28 C9 78 1B D0 49 28 1F D0 4D 28 2A D0 4E 28 0C BF 90 29 70 BD BD E8 70 40 00 F0 D3 B9 A0 68 00 28 18 BF 70 BD 25 70 70 BD 0A B1 00 29 FA D0 20 69 00 28 16 BF 01 29 44 20 70 BD DB E7 A6 70 50 29 14 BF 4D 20 49 20 D5 E7,7.40542s,Vector SLP3,76 E0,,,
7.43209s,Vector SLP3,36 E1 00 20 FF F7 8B FF A0 78 20 B9 50 20 20 70 03 20 00 F0 C2 F9 25 70 66 70 70 BD 4E 20 20 70 A0 78 01 28 04 BF 90 20 E0 70 BD E8 70 40 FD F7 74 BA 10 B5 FF F7 56 FC FF F7 8D FC BD E8 10 40 99 E7 10 B5 FF F7 37 FC 00 F0 6A F9 15 49 08 71 50 20 C8 70 FF F7 8F FF BD E8 10 40 FD F7 59 BA 10 B5 0F 4C 11 20 20 70 FF F7 25 FC 00 F0 58 F9 20 71 50 20 E0 70 FF F7 7E FF FD F7 4A FA FF F7 31 FC,7.43666s,Vector SLP3,76 E1,,,
7.46393s,Vector SLP3,36 E2 FF F7 68 FC BD E8 10 40 74 E7 05 48 01 21 81 70 00 78 50 28 18 BF 70 47 00 20 00 F0 7D B9 00 00 68 03 00 18 01 20 80 F3 10 88 4F F0 50 21 00 20 01 F8 24 0F 08 73 08 74 FE 49 FD 48 08 60 70 47 70 47 4F F0 50 21 00 20 81 F8 B4 00 70 47 4F F0 50 21 80 20 81 F8 B4 00 70 47 10 B4 00 21 4F F0 50 20 C0 22 80 F8 AC 20 90 F8 AC 20 22 F0 03 02 80 F8 AC 20 90 F8 B0 20 22 F0 10 02 80 F8 B0 20,7.46851s,Vector SLP3,76 E2,,,
7.49466s,Vector SLP3,36 E3 90 F8 70 20 22 F0 C0 02 80 32 80 F8 70 20 08 22 80 F8 44 20 90 F8 B0 30 23 F0 03 03 5B 1C 80 F8 B0 30 90 F8 44 30 23 F0 F0 03 20 33 80 F8 44 30 00 23 80 F8 48 30 01 23 DF F8 7C C3 04 E0 49 1C 89 B2 B1 F5 7A 6F 07 D2 90 F8 B0 40 14 F0 08 0F F5 D1 B1 F5 7A 6F 02 D3 8C F8 00 30 05 E0 90 F8 44 10 21 F0 04 01 80 F8 44 10 90 F8 44 10 41 F0 02 01 80 F8 44 10 00 21 04 E0 49 1C 89 B2 B1 F5,7.49937s,Vector SLP3,76 E3,,,
7.52569s,Vector SLP3,36 E4 7A 7F 07 D2 90 F8 44 40 14 F0 01 0F F5 D0 B1 F5 7A 7F 35 D3 8C F8 01 30 80 F8 44 20 90 F8 B0 10 21 F0 03 01 89 1C 80 F8 B0 10 90 F8 44 10 21 F0 F0 01 60 31 80 F8 44 10 90 F8 48 10 21 F0 30 01 80 F8 48 10 90 F8 44 10 21 F0 04 01 80 F8 44 10 90 F8 44 10 41 F0 02 01 80 F8 44 10 00 21 04 E0 49 1C 89 B2 B1 F5 7A 7F 07 D2 90 F8 44 20 12 F0 01 0F F5 D0 B1 F5 7A 7F 08 D3 8C F8 02 30 05 E0,7.53023s,Vector SLP3,76 E4,,,
7.55649s,Vector SLP3,36 E5 90 F8 44 10 21 F0 08 01 80 F8 44 10 90 F8 70 10 21 F0 C0 01 80 F8 70 10 90 F8 4C 10 21 F0 01 01 80 F8 4C 10 90 F8 58 10 21 F0 03 01 49 1C 80 F8 58 10 90 F8 5C 10 21 F0 1F 01 13 31 80 F8 5C 10 90 F8 54 10 41 F0 30 01 80 F8 54 10 90 F8 6C 10 21 F0 0C 01 80 F8 6C 10 90 F8 54 10 41 F0 04 01 80 F8 54 10 90 F8 54 10 41 F0 02 01 80 F8 54 10 80 21 80 F8 B4 10 10 BC 00 20 70 47 8F 49 00 20,7.56109s,Vector SLP3,76 E5,,,
7.58839s,Vector SLP3,36 E6 08 60 4F F0 E0 20 D0 F8 1C 12 21 F0 7F 41 C0 F8 1C 12 8B 4A 4F F0 80 41 11 60 4F F0 50 21 FF 22 01 F8 24 2B 11 F8 1F 39 43 F0 02 03 CB 77 CB 7F 43 F0 80 03 CB 77 01 F8 05 2C D0 F8 00 21 42 F0 04 02 C0 F8 00 21 D0 F8 00 21 42 F0 10 02 C0 F8 00 21 D0 F8 00 21 42 F4 80 62 C0 F8 00 21 D0 F8 00 21 42 F4 00 62 C0 F8 00 21 D0 F8 00 21 42 F4 80 42 C0 F8 00 21 73 4B 4F F4 A0 02 1A 60 10 22,7.59294s,Vector SLP3,76 E6,,,
7.61919s,Vector SLP3,36 E7 1B 1D 1A 60 DA 04 1B 1D 1A 60 1B 1D 4F F4 40 12 1A 60 42 17 C0 F8 80 22 80 20 C8 75 70 47 6A 49 08 20 0A 7C 12 F0 40 0F 18 BF 01 20 0A 7C 12 F0 80 0F 18 BF 00 20 0A 7C 12 F0 20 0F 18 BF 02 20 0A 7C 12 F0 10 0F 18 BF 03 20 0A 7C 12 F0 04 0F 18 BF 05 20 0A 7C 12 F0 02 0F 18 BF 06 20 0A 7C 12 F0 01 0F 18 BF 07 20 0A 7D 12 F0 01 0F 18 BF 04 20 00 22 0A 74 0A 75 70 47 FD F7 B4 F8 53 48,7.62380s,Vector SLP3,76 E7,,,
7.65026s,Vector SLP3,36 E8 41 6B 21 F0 3F 01 C9 1C 41 63 41 6B 21 F0 3F 01 C9 1C 41 63 00 BF FD E7 38 B5 4F F0 50 24 00 28 3E D0 01 28 04 BF 94 F8 40 00 40 F0 08 00 44 D0 02 28 04 BF 94 F8 40 00 40 F0 04 00 3D D0 03 28 18 BF 38 BD FD F7 8F F8 41 48 01 68 C1 F3 02 41 01 29 08 D0 01 68 21 F0 06 01 01 60 01 68 C1 F3 02 41 01 29 F6 D1 01 68 41 F4 00 11 01 60 00 20 FC F7 7F FF AD F8 00 00 00 20 FC F7 7A FF BD F8,7.65466s,Vector SLP3,76 E8,,,
7.68105s,Vector SLP3,36 E9 00 10 40 1A 80 B2 B0 F5 7A 7F F5 D3 2E 48 01 78 90 F8 84 00 02 20 84 F8 40 00 20 BF 20 BF FE E7 94 F8 40 00 20 F0 08 00 84 F8 40 00 94 F8 40 00 20 F0 04 00 84 F8 40 00 38 BD 84 F8 40 00 38 BD 38 B5 21 4C 94 F8 2C 00 40 F0 30 00 84 F8 2C 00 94 F8 2C 00 40 F0 0F 00 84 F8 2C 00 94 F8 20 00 20 F0 04 00 84 F8 20 00 94 F8 AC 00 20 F0 01 00 84 F8 AC 00 94 F8 50 00 20 F0 80 00 84 F8 50 00,7.68552s,Vector SLP3,76 E9,,,
7.71282s,Vector SLP3,36 EA 00 20 FC F7 36 FF AD F8 00 00 00 20 FC F7 31 FF BD F8 00 10 40 1A 80 B2 B0 F5 7A 7F F5 D3 94 F8 AC 00 40 F0 02 00 84 F8 AC 00 05 20 12 E0 00 00 00 40 00 11 08 ED 00 E0 7C 03 00 18 18 ED 00 E0 20 ED 00 E0 00 E4 00 E0 00 40 00 50 00 60 00 50 00 E0 01 48 84 F8 34 00 94 F8 34 00 40 F0 11 00 84 F8 34 00 38 BD B6 B6 70 47 70 47 10 B5 87 4C A0 6A 10 F4 80 3F 1C BF A0 69 10 F4 80 3F 05 D0,7.71737s,Vector SLP3,76 EA,,,
7.74384s,Vector SLP3,36 EB 60 69 40 F4 80 30 60 61 FB F7 C4 FB A0 6A 10 F4 80 2F 1C BF A0 69 10 F4 80 2F 05 D0 60 69 40 F4 80 20 60 61 FB F7 D0 FB A0 6A 10 F4 80 1F 1C BF A0 69 10 F4 80 1F 05 D0 60 69 40 F4 80 10 60 61 FB F7 DD FB A0 6A 10 F4 00 3F 1C BF A0 69 10 F4 00 3F 05 D0 60 69 40 F4 00 30 60 61 FB F7 9A FB A0 6A 10 F4 00 2F 1C BF A0 69 10 F4 00 2F 05 D0 60 69 40 F4 00 20 60 61 FB F7 A6 FB A0 6A 10 F4,7.74822s,Vector SLP3,76 EB,,,
7.77530s,Vector SLP3,36 EC 00 1F 1A BF A0 69 10 F4 00 1F 10 BD 60 69 40 F4 00 10 60 61 BD E8 10 40 FB F7 B1 BB 70 47 4F F0 50 20 01 7C 11 F0 01 0F 08 BF 70 47 90 F8 90 11 41 F0 01 01 80 F8 90 11 FE F7 74 B9 70 47 70 47 70 47 70 47 70 47 70 B5 4F F0 50 25 95 F8 30 00 4F 4C 10 F0 80 0F 1C BF 20 78 10 F0 02 0F 03 D0 02 20 20 72 00 F0 58 FD 95 F8 30 00 10 F0 40 0F 1A BF 20 78 10 F0 01 0F 70 BD BD E8 70 40 FC F7,7.77970s,Vector SLP3,76 EC,,,
7.80636s,Vector SLP3,36 ED F3 B8 10 B5 4F F0 50 20 90 F8 34 00 10 F0 80 0F 08 D0 40 48 01 78 11 F0 02 0F 03 D0 02 21 01 72 00 F0 79 FB 3C 4C 20 7E 10 F0 02 0F 1C BF 20 78 10 F0 80 0F 03 D0 80 20 20 77 FC F7 FF FE 20 7E 10 F0 01 0F 1A BF 20 78 10 F0 40 0F 10 BD 40 20 20 77 BD E8 10 40 FC F7 05 B8 10 B5 2B 4C E0 6D 10 F4 80 1F 1C BF A0 6D 10 F4 80 1F 05 D0 60 6D 40 F4 80 10 60 65 F9 F7 C6 FB E0 6D 10 F4 00 2F,7.81093s,Vector SLP3,76 ED,,,
7.83718s,Vector SLP3,36 EE 1C BF A0 6D 10 F4 00 2F 05 D0 60 6D 40 F4 00 20 60 65 F9 F7 D9 FB E0 6D 10 F4 80 2F 1C BF A0 6D 10 F4 80 2F 05 D0 60 6D 40 F4 80 20 60 65 F9 F7 EC FB E0 6D 10 F4 00 3F 1A BF A0 6D 10 F4 00 3F 10 BD 60 6D 40 F4 00 30 60 65 BD E8 10 40 F9 F7 FD BB 10 B5 4F F0 50 24 20 7E 10 F0 02 0F 08 D0 20 78 40 F0 02 00 20 70 F9 F7 86 FB 0B 49 01 20 08 70 20 7E 10 F0 80 0F 08 BF 10 BD 20 78 40 F0,7.84178s,Vector SLP3,76 EE,,,
7.86909s,Vector SLP3,36 EF 80 00 20 70 BD E8 10 40 F9 F7 01 BC 00 60 00 50 00 00 02 48 00 20 02 48 00 50 00 48 7F 03 00 18 07 48 80 47 07 48 00 47 FE E7 FE E7 FE E7 FE E7 FE E7 FE E7 FE E7 FE E7 FE E7 FE E7 00 46 70 47 A5 B0 00 11 81 40 00 11 23 49 08 20 48 80 23 49 43 20 48 63 70 47 41 F2 88 31 88 42 88 BF 70 47 1D 49 30 28 23 BF 4F F6 3F 02 50 43 40 0D 00 20 48 80 70 47 18 48 01 88 4A 00 92 1C 92 B2 21 2A,7.87364s,Vector SLP3,76 EF,,,
7.89995s,Vector SLP3,36 F0 98 BF 49 1C 0C D9 41 88 00 29 08 BF 70 47 13 4A 53 6B 23 F0 3F 03 DB 1C 53 63 49 1E 41 80 00 21 01 80 70 47 02 00 4F F0 01 00 08 BF 70 47 0B 49 01 2A 08 D0 02 2A 18 BF 70 47 48 6B 20 F0 3F 00 48 63 00 20 70 47 48 6B 20 F0 3F 00 C0 1C 48 63 01 49 00 20 08 80 F4 E7 80 03 00 18 00 60 00 50 03 48 90 F8 D4 12 41 F0 01 01 80 F8 D4 12 70 47 00 40 00 50 70 B5 4F F0 50 26 00 25 96 F8 E0 00,7.90450s,Vector SLP3,76 F0,,,
7.93064s,Vector SLP3,36 F1 2C 46 10 F0 04 0F 04 D1 0F 49 01 24 00 20 09 68 88 47 96 F8 E0 00 10 F0 08 0F 04 D1 0B 49 01 25 00 20 09 68 88 47 0A 48 00 68 80 47 06 46 1C B1 08 49 00 20 09 68 88 47 1D B1 07 49 00 20 09 68 88 47 30 46 70 BD 00 00 E0 54 01 11 D4 54 01 11 CC 54 01 11 E4 54 01 11 DC 54 01 11 70 47 2D E9 F0 47 DF F8 24 83 DF F8 24 93 17 46 0E 46 05 46 05 F0 7F 00 C0 F1 80 04 25 F0 7F 0A A7 42 38 BF,7.93536s,Vector SLP3,76 F1,,,
7.96262s,Vector SLP3,36 F2 FC B2 3F 1B FC F7 2F FE 02 20 FF F7 8B FF D8 F8 00 10 50 46 88 47 A4 B1 6B 1E A6 F1 01 0C 14 F0 01 0F 03 D0 1C F8 01 0F 03 F8 01 0F 60 08 08 D0 9C F8 01 10 59 70 1C F8 02 1F 03 F8 02 1F 40 1E F6 D1 D9 F8 00 10 00 20 88 47 82 46 01 20 FF F7 69 FF FC F7 10 FE 25 44 26 44 00 2F C8 D1 50 46 BD E8 F0 87 2D E9 F0 47 DF F8 9C 82 DF F8 9C 92 17 46 0E 46 05 46 00 BF 05 F0 7F 00 C0 F1 80 04,7.96722s,Vector SLP3,76 F2,,,
7.99350s,Vector SLP3,36 F3 25 F0 7F 0A A7 42 38 BF FC B2 3F 1B FC F7 EB FD 00 20 FF F7 47 FF D8 F8 00 10 50 46 88 47 A4 B1 6B 1E A6 F1 01 0C 14 F0 01 0F 03 D0 1C F8 01 0F 03 F8 01 0F 60 08 08 D0 9C F8 01 10 59 70 1C F8 02 1F 03 F8 02 1F 40 1E F6 D1 D9 F8 00 10 00 20 88 47 82 46 00 20 FF F7 25 FF FC F7 CC FD 25 44 26 44 00 2F C8 D1 50 46 BD E8 F0 87 84 46 00 20 13 04 1B 0C 16 D0 49 1E AC F1 01 02 13 F0 01 0F,7.99808s,Vector SLP3,76 F3,,,
